"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200630,2020-06-30,13874A,CME ,00,138 , 2647722,  448959,  248171,   36396, 1223366,  827548,  320983,  216237,  488616,   27326,  118974,  370528,    6323, 2398564, 2325891,  249158,  321831,   44451,    9099,   34843,   -3225,  -45000,    8188,    -850,   55698,  -23623,    5320,   15635,    7034,    1133,   37810,   28820,    6641,   15631,  100.0,   17.0,    9.4,    1.4,   46.2,   31.3,   12.1,    8.2,   18.5,    1.0,    4.5,   14.0,    0.2,   90.6,   87.8,    9.4,   12.2,    572,     33,     34,     19,    137,    110,    121,     69,    104,     47,     33,     51,      9,    366,    402,    15.0,    17.8,    23.9,    23.7,    14.3,    17.8,    22.1,    23.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200623,2020-06-23,13874A,CME ,00,138 , 2603271,  439860,  213328,   39621, 1268366,  819360,  321833,  160539,  512239,   22006,  103339,  363494,    5190, 2360754, 2297071,  242517,  306200, -890468,   27000, -333988, -174136,  -25830,   42080,  -82475,  -82687, -183522,  -97620,    1794,   -6233,   -6734, -440688, -842628, -449780,  -47840,  100.0,   16.9,    8.2,    1.5,   48.7,   31.5,   12.4,    6.2,   19.7,    0.8,    4.0,   14.0,    0.2,   90.7,   88.2,    9.3,   11.8,    569,     31,     35,     20,    145,    110,    123,     60,    113,     44,     28,     47,      7,    360,    403,    15.2,    17.5,    24.2,    23.6,    14.5,    17.5,    22.5,    23.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200616,2020-06-16,13874A,CME ,00,138 , 3493739,  412860,  547316,  213757, 1294196,  777280,  404308,  243226,  695761,  119626,  101545,  369727,   11924, 2801442, 3139699,  692297,  354040,  215926,  -14801,  -32747,   65541,  -22090,   51323,   85718,  -20817,   13914,   52571,    3648,  -38141,    2480,  152250,  200659,   63676,   15267,  100.0,   11.8,   15.7,    6.1,   37.0,   22.2,   11.6,    7.0,   19.9,    3.4,    2.9,   10.6,    0.3,   80.2,   89.9,   19.8,   10.1,    585,     37,     33,     40,    146,    108,    140,     60,    111,     81,     34,     54,     18,    434,    430,    11.6,    15.4,    18.8,    27.0,    11.0,    14.9,    16.7,    24.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200609,2020-06-09,13874A,CME ,00,138 , 3277813,  427661,  580063,  148216, 1316286,  725957,  318590,  264043,  681847,   67055,   97897,  407868,    9444, 2649192, 2939040,  628621,  338773,   62360,  -35743,    5898,   73891,   -4311,  -74780,    1075,   -6759,   18577,   26352,    4429,   22086,     566,   59500,   73665,    2860,  -11305,  100.0,   13.0,   17.7,    4.5,   40.2,   22.1,    9.7,    8.1,   20.8,    2.0,    3.0,   12.4,    0.3,   80.8,   89.7,   19.2,   10.3,    582,     37,     31,     29,    147,    103,    122,     65,    110,     54,     33,     56,     13,    385,    415,    11.5,    16.4,    19.7,    27.1,    10.8,    16.3,    17.6,    26.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200602,2020-06-02,13874A,CME ,00,138 , 3215453,  463404,  574165,   74325, 1320597,  800737,  317515,  270802,  663270,   40703,   93468,  385782,    8878, 2589692, 2865375,  625761,  350078,   12532,    3654,  -17431,   10740,  -50655,  -26811,   10271,   45060,   19925,    2746,     831,   19225,    -124,   22523,   18541,   -9991,   -6009,  100.0,   14.4,   17.9,    2.3,   41.1,   24.9,    9.9,    8.4,   20.6,    1.3,    2.9,   12.0,    0.3,   80.5,   89.1,   19.5,   10.9,    597,     39,     28,     27,    147,    115,    125,     68,    114,     49,     30,     56,     11,    391,    418,    12.5,    16.7,    20.3,    27.7,    11.9,    16.6,    18.8,    27.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200526,2020-05-26,13874A,CME ,00,138 , 3202921,  459750,  591596,   63585, 1371252,  827548,  307244,  225742,  643345,   37957,   92637,  366557,    9002, 2567169, 2846834,  635752,  356087,  -10730,   -4205,    7221,    -122,   -3445,  -66368,   -6154,   -3284,   53882,   -4386,    3570,    6581,     -61,  -18087,   -9407,    7357,   -1323,  100.0,   14.4,   18.5,    2.0,   42.8,   25.8,    9.6,    7.0,   20.1,    1.2,    2.9,   11.4,    0.3,   80.2,   88.9,   19.8,   11.1,    610,     41,     29,     27,    154,    115,    131,     58,    123,     53,     28,     62,     12,    386,    447,    13.1,    17.0,    20.9,    27.5,    12.4,    17.0,    19.5,    26.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200519,2020-05-19,13874A,CME ,00,138 , 3213651,  463955,  584375,   63707, 1374697,  893916,  313398,  229026,  589463,   42343,   89067,  359976,    9063, 2585256, 2856241,  628395,  357410,  -35831,   36601,   -9217,    4127,  -39656,     853,  -13844,   -3788,   26698,   -7017,   -4528,  -10602,   -1169,  -29274,  -10171,   -6557,  -25660,  100.0,   14.4,   18.2,    2.0,   42.8,   27.8,    9.8,    7.1,   18.3,    1.3,    2.8,   11.2,    0.3,   80.4,   88.9,   19.6,   11.1,    617,     40,     31,     26,    155,    123,    130,     59,    119,     57,     29,     61,     13,    391,    452,    13.3,    17.1,    21.3,    27.1,    12.8,    17.1,    20.0,    26.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200512,2020-05-12,13874A,CME ,00,138 , 3249482,  427354,  593592,   59580, 1414353,  893063,  327242,  232814,  562765,   49360,   93595,  370578,   10232, 2614530, 2866412,  634952,  383070,    4243,  -12674,  -21683,   10752,   13824,  -14940,   -7929,  -19006,    8932,    4809,  -10836,    2349,     317,  -20743,  -17393,   24986,   21636,  100.0,   13.2,   18.3,    1.8,   43.5,   27.5,   10.1,    7.2,   17.3,    1.5,    2.9,   11.4,    0.3,   80.5,   88.2,   19.5,   11.8,    602,     40,     30,     23,    151,    119,    133,     56,    117,     52,     29,     60,     13,    383,    440,    12.9,    16.6,    21.0,    25.9,    12.5,    16.5,    19.7,    25.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200505,2020-05-05,13874A,CME ,00,138 , 3245239,  440028,  615275,   48828, 1400529,  908003,  335171,  251820,  553833,   44551,  104431,  368229,    9915, 2635273, 2883805,  609966,  361434,  -82520,   23000,  -87506,    7239,  -98487,     645,    6328,   -1305,  -28960,    -723,   -3862,   10592,     446,  -67364,  -91939,  -15156,    9419,  100.0,   13.6,   19.0,    1.5,   43.2,   28.0,   10.3,    7.8,   17.1,    1.4,    3.2,   11.3,    0.3,   81.2,   88.9,   18.8,   11.1,    620,     37,     34,     24,    150,    124,    137,     62,    121,     53,     31,     61,     13,    398,    449,    13.3,    17.2,    20.7,    26.3,    12.7,    17.2,    19.6,    25.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200428,2020-04-28,13874A,CME ,00,138 , 3327759,  417028,  702781,   41589, 1499016,  907358,  328843,  253125,  582793,   45274,  108293,  357637,    9469, 2702637, 2975744,  625122,  352015,  -61800,   15314,  -26257,  -25988,   -8143,  -36560,  -13406,  -40887,   47145,     105,   -4008,  -12240,    -283,  -77296,  -67484,   15496,    5684,  100.0,   12.5,   21.1,    1.2,   45.0,   27.3,    9.9,    7.6,   17.5,    1.4,    3.3,   10.7,    0.3,   81.2,   89.4,   18.8,   10.6,    611,     37,     36,     26,    152,    118,    135,     60,    122,     54,     29,     57,     14,    395,    445,    12.9,    17.8,    20.2,    27.1,    12.3,    17.8,    18.8,    26.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200421,2020-04-21,13874A,CME ,00,138 , 3389559,  401714,  729038,   67577, 1507159,  943918,  342249,  294012,  535648,   45169,  112301,  369877,    9752, 2779933, 3043228,  609626,  346331,  -44699,  -16510,   10969,     978,   -1446,   19231,  -42142,    6291,  -34243,   -4672,   -6078,   15149,    -134,  -63713,  -34864,   19014,   -9835,  100.0,   11.9,   21.5,    2.0,   44.5,   27.8,   10.1,    8.7,   15.8,    1.3,    3.3,   10.9,    0.3,   82.0,   89.8,   18.0,   10.2,    618,     39,     38,     28,    154,    122,    137,     62,    114,     52,     30,     59,     13,    395,    453,    13.0,    17.9,    20.2,    27.2,    12.4,    17.8,    18.7,    26.8,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200414,2020-04-14,13874A,CME ,00,138 , 3434258,  418224,  718069,   66599, 1508605,  924687,  384391,  287721,  569891,   49841,  118379,  354728,    9886, 2843646, 3078092,  590612,  356166,  -13260,   34834,    2982,    5330,   22132, -107517,  -17493,  -24850,   84496,   -8926,  -27711,   12080,     475,  -16209,  -28573,    2949,   15313,  100.0,   12.2,   20.9,    1.9,   43.9,   26.9,   11.2,    8.4,   16.6,    1.5,    3.4,   10.3,    0.3,   82.8,   89.6,   17.2,   10.4,    626,     37,     38,     27,    159,    120,    136,     66,    112,     52,     34,     60,     14,    405,    450,    12.7,    17.4,    19.2,    27.1,    12.2,    17.4,    17.8,    26.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200407,2020-04-07,13874A,CME ,00,138 , 3447518,  383390,  715087,   61269, 1486473, 1032204,  401884,  312571,  485395,   58767,  146090,  342648,    9411, 2859855, 3106665,  587663,  340853,    7950,  -14328,   39989,    7591,  -42983,  -15813,  -16160,  -41898,    5506,   17091,   22730,    1826,     -28,  -67985,   40002,   75935,  -32052,  100.0,   11.1,   20.7,    1.8,   43.1,   29.9,   11.7,    9.1,   14.1,    1.7,    4.2,    9.9,    0.3,   83.0,   90.1,   17.0,    9.9,    631,     36,     38,     25,    151,    121,    129,     70,    112,     57,     36,     66,     15,    409,    448,    12.7,    16.8,    19.2,    26.9,    12.2,    16.8,    17.9,    25.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200331,2020-03-31,13874A,CME ,00,138 , 3439568,  397718,  675098,   53678, 1529456, 1048017,  418044,  354469,  479889,   41676,  123360,  340822,    9439, 2927840, 3066663,  511728,  372905,  119407,   45759,  -99565,    2333,   88228,  -51867,  -20031,   -7401,  114573,     399,  -85659,  122299,    2997,   26625,   71138,   92782,   48269,  100.0,   11.6,   19.6,    1.6,   44.5,   30.5,   12.2,   10.3,   14.0,    1.2,    3.6,    9.9,    0.3,   85.1,   89.2,   14.9,   10.8,    618,     36,     37,     21,    157,    113,    131,     68,    110,     51,     28,     69,     11,    398,    434,    12.8,    16.4,    19.3,    26.9,    12.4,    15.6,    17.8,    25.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200324,2020-03-24,13874A,CME ,00,138 , 3320161,  351959,  774663,   51345, 1441228, 1099884,  438075,  361870,  365316,   41277,  209019,  218523,    6442, 2901215, 2995525,  418946,  324636,-1234003,  189622, -186328, -450487,   71074,   73688, -182866,  -38317, -110797, -237792, -182675,    6554,   -5292, -836733,-1093320, -397270, -140683,  100.0,   10.6,   23.3,    1.5,   43.4,   33.1,   13.2,   10.9,   11.0,    1.2,    6.3,    6.6,    0.2,   87.4,   90.2,   12.6,    9.8,    614,     31,     40,     20,    159,    119,    132,     77,    103,     51,     31,     54,     13,    411,    419,    12.9,    18.8,    21.2,    28.5,    12.6,    17.4,    19.9,    26.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200317,2020-03-17,13874A,CME ,00,138 , 4554164,  162337,  960991,  501832, 1370154, 1026196,  620941,  400187,  476113,  279069,  391694,  211969,   11734, 3737948, 4088845,  816216,  465319, 1115598,  -33075,  151263,  260290,  -63596,  141886,  258299,   94669,  -15854,  173244,  189416,    1122,    3703,  882950,  973953,  232648,  141645,  100.0,    3.6,   21.1,   11.0,   30.1,   22.5,   13.6,    8.8,   10.5,    6.1,    8.6,    4.7,    0.3,   82.1,   89.8,   17.9,   10.2,    637,     27,     48,     45,    157,    117,    150,     85,    108,     94,     40,     54,     25,    470,    481,    12.6,    13.2,    22.6,    23.0,    11.6,    10.2,    17.1,    17.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200310,2020-03-10,13874A,CME ,00,138 , 3438566,  195412,  809728,  241542, 1433750,  884310,  362642,  305518,  491967,  105825,  202278,  210847,    8031, 2854998, 3114892,  583568,  323674,  372699,    6937,  -69559,  139347,  115647,  223308,  -49775,  -28595,   26758,   31895,   62919,   24561,    1399,  279774,  327934,   92925,   44765,  100.0,    5.7,   23.5,    7.0,   41.7,   25.7,   10.5,    8.9,   14.3,    3.1,    5.9,    6.1,    0.2,   83.0,   90.6,   17.0,    9.4,    632,     24,     52,     34,    154,    117,    124,     74,    120,     74,     40,     51,     15,    422,    457,    13.7,    12.2,    21.2,    22.5,    13.0,    12.2,    18.2,    21.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200303,2020-03-03,13874A,CME ,00,138 , 3065867,  188475,  879287,  102195, 1318103,  661002,  412417,  334113,  465209,   73930,  139359,  186286,    6632, 2575224, 2786958,  490643,  278909,  222087,   -9648,  -60241,   -7108,  -93484,  135761,  134388,   48273,   55676,   -2779,   21280,  -43283,   -5020,   85902,  207394,  136185,   14693,  100.0,    6.1,   28.7,    3.3,   43.0,   21.6,   13.5,   10.9,   15.2,    2.4,    4.5,    6.1,    0.2,   84.0,   90.9,   16.0,    9.1,    626,     28,     51,     30,    171,    100,    126,     82,    107,     68,     39,     48,     12,    424,    438,    12.4,    13.0,    19.3,    23.4,    11.4,    13.0,    16.1,    22.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200225,2020-02-25,13874A,CME ,00,138 , 2843780,  198123,  939528,  109303, 1411587,  525241,  278029,  285840,  409533,   76709,  118079,  229569,   11652, 2489322, 2579564,  354458,  264216,    4433,   16497,  -24296,   -2263, -150722,   87013,   20466,   12221, -105964,   30237,   14473,  -13151,    6120,  -52971,   -1838,   57404,    6271,  100.0,    7.0,   33.0,    3.8,   49.6,   18.5,    9.8,   10.1,   14.4,    2.7,    4.2,    8.1,    0.4,   87.5,   90.7,   12.5,    9.3,    599,     32,     41,     31,    175,     89,    118,     70,    105,     63,     38,     49,     15,    406,    420,    12.3,    16.8,    20.8,    27.4,    11.2,    15.7,    17.3,    26.1,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200218,2020-02-18,13874A,CME ,00,138 , 2839347,  181626,  963824,  111566, 1562309,  438228,  257563,  273619,  515497,   46472,  103606,  242720,    5532, 2542293, 2581402,  297054,  257945,   60216,    4096,   16864,   16049,   17609,   -4493,   11926,    9434,  -32320,    3668,    3383,   49547,    -698,   65467,   60543,   -5251,    -327,  100.0,    6.4,   33.9,    3.9,   55.0,   15.4,    9.1,    9.6,   18.2,    1.6,    3.6,    8.5,    0.2,   89.5,   90.9,   10.5,    9.1,    582,     28,     39,     26,    175,     78,    115,     76,     99,     56,     36,     51,     12,    399,    392,    12.8,    17.9,    22.0,    27.4,    12.2,    16.6,    19.0,    25.8,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200211,2020-02-11,13874A,CME ,00,138 , 2779131,  177530,  946960,   95517, 1544700,  442721,  245637,  264185,  547817,   42804,  100223,  193173,    6230, 2476826, 2520859,  302305,  258272,   81688,   13426,   -1171,    9394,   27325,  -16894,   15855,    4023,   68173,    8460,   -3573,     267,     -66,   74844,   84018,    6844,   -2330,  100.0,    6.4,   34.1,    3.4,   55.6,   15.9,    8.8,    9.5,   19.7,    1.5,    3.6,    7.0,    0.2,   89.1,   90.7,   10.9,    9.3,    587,     30,     38,     26,    171,     81,    113,     76,    106,     51,     34,     51,     13,    391,    399,    13.2,    17.8,    22.5,    26.4,    12.7,    16.6,    19.7,    24.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200204,2020-02-04,13874A,CME ,00,138 , 2697443,  164104,  948131,   86123, 1517375,  459615,  229782,  260162,  479644,   34344,  103796,  192906,    6296, 2401982, 2436841,  295461,  260602,  -44300,  -26314,    4753,    9645,  -21920,  -28889,    5652,  -14217,  -23616,    -286,   -6716,  -10188,    1932,  -52224,  -40997,    7924,   -3303,  100.0,    6.1,   35.1,    3.2,   56.3,   17.0,    8.5,    9.6,   17.8,    1.3,    3.8,    7.2,    0.2,   89.0,   90.3,   11.0,    9.7,    579,     26,     42,     27,    167,     87,    118,     71,    103,     51,     36,     46,     15,    386,    404,    13.5,    18.0,    22.8,    26.5,    12.9,    17.0,    20.6,    24.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200128,2020-01-28,13874A,CME ,00,138 , 2741743,  190418,  943378,   76478, 1539295,  488504,  224130,  274379,  503260,   34630,  110512,  203094,    4364, 2454206, 2477838,  287537,  263905,  -31184,    6320,   38901,   -1625,  -42386,    7895,   12060,   -3116,  -31951,  -11015,    6881,  -63624,    -654,  -33535,  -50013,    2351,   18829,  100.0,    6.9,   34.4,    2.8,   56.1,   17.8,    8.2,   10.0,   18.4,    1.3,    4.0,    7.4,    0.2,   89.5,   90.4,   10.5,    9.6,    580,     29,     42,     26,    167,     85,    115,     75,    101,     56,     36,     45,     11,    388,    400,    14.3,    16.8,    23.5,    26.3,    13.9,    16.0,    21.7,    25.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200121,2020-01-21,13874A,CME ,00,138 , 2772927,  184098,  904477,   78103, 1581681,  480609,  212070,  277495,  535211,   45645,  103631,  266718,    5018, 2487741, 2527851,  285186,  245076,   69925,   16327,   31987,    5877,   17534,   10480,   -7024,   14076,   35835,    4089,   12791,   -6228,    1056,   64726,   76072,    5199,   -6147,  100.0,    6.6,   32.6,    2.8,   57.0,   17.3,    7.6,   10.0,   19.3,    1.6,    3.7,    9.6,    0.2,   89.7,   91.2,   10.3,    8.8,    566,     33,     37,     24,    170,     82,    119,     68,    103,     53,     29,     44,     11,    378,    395,    14.6,    16.7,    23.9,    27.8,    14.0,    15.9,    22.2,    27.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200114,2020-01-14,13874A,CME ,00,138 , 2703002,  167771,  872490,   72226, 1564147,  470129,  219094,  263419,  499376,   41556,   90840,  272946,    3962, 2423015, 2451779,  279987,  251223,   -6581,  -43642,   29799,   19987,   46800,  -15574,   -7842,  -43215,    2450,    7980,    1065,  -25060,    -140,  -19007,   11600,   12426,  -18181,  100.0,    6.2,   32.3,    2.7,   57.9,   17.4,    8.1,    9.7,   18.5,    1.5,    3.4,   10.1,    0.1,   89.6,   90.7,   10.4,    9.3,    560,     32,     35,     24,    170,     83,    121,     67,    101,     49,     31,     41,     10,    378,    386,    15.0,    16.9,    24.5,    28.3,    14.4,    16.1,    22.4,    27.5,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200107,2020-01-07,13874A,CME ,00,138 , 2709583,  211413,  842691,   52239, 1517347,  485703,  226936,  306634,  496926,   33576,   89775,  298006,    4102, 2442022, 2440179,  267561,  269404,  -10701,   -4548,  -30078,    2076,   -1034,   -4807,   -3177,   13285,   14246,    -242,   -6762,   -1533,     -61,    -463,  -23576,  -10238,   12875,  100.0,    7.8,   31.1,    1.9,   56.0,   17.9,    8.4,   11.3,   18.3,    1.2,    3.3,   11.0,    0.2,   90.1,   90.1,    9.9,    9.9,    564,     29,     38,     20,    167,     84,    121,     72,    101,     47,     30,     43,     11,    377,    386,    15.2,    17.1,    24.1,    28.1,    14.5,    16.7,    21.9,    27.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",201215,2020-12-15,13874U,CME ,00,138 ,  162400,     919,    2390,     111,   19417,       0,       0,   89753,   33606,   22820,    1580,       0,       0,  134600,   58927,   27800,  103473,    9822,   -2532,    2390,     111,    -250,       0,    -856,   -4635,    1547,   16736,       0,   -2040,     -40,    8534,   17848,    1288,   -8026,  100.0,    0.6,    1.5,    0.1,   12.0,    0.0,    0.0,   55.3,   20.7,   14.1,    1.0,    0.0,    0.0,   82.9,   36.3,   17.1,   63.7,     21,.,.,.,.,      0,      0,      6,      9,      9,.,      0,      0,     16,     15,    67.6,    24.3,    74.6,    32.0,    63.3,    17.2,    67.4,    21.6,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",201208,2020-12-08,13874U,CME ,00,138 ,  152578,    3451,       0,       0,   19667,       0,     856,   94388,   32059,    6084,    1580,    2040,      40,  126066,   41079,   26512,  111499,  -11874,   -2272,       0,       0,     273,       0,    -188,   -7885,    6426,     -61,       0,   -1421,     -30,  -10163,    4726,   -1711,  -16600,  100.0,    2.3,    0.0,    0.0,   12.9,    0.0,    0.6,   61.9,   21.0,    4.0,    1.0,    1.3,    0.0,   82.6,   26.9,   17.4,   73.1,     20,.,      0,      0,      4,      0,.,      7,      6,      6,.,.,.,     15,     13,    68.3,    20.0,    76.6,    25.7,    66.8,    19.7,    73.9,    22.3,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
